c1,lnprob
7.38047687683,-99174.0519657
7.50598611532,-99172.3442332
7.89740070741,-99191.4439752
8.19430962084,-99230.6036584
7.39872542311,-99173.5673763
7.37519036465,-99174.2073686
7.60578799869,-99173.7008569
7.68384855674,-99176.4380311
7.49895367252,-99172.3393378
7.56219125486,-99172.8124311
7.38751005553,-99173.8556776
7.50598611532,-99172.3442332
7.89740070741,-99191.4439752
8.19430962084,-99230.6036584
7.39872542311,-99173.5673763
7.37519036465,-99174.2073686
7.44234608056,-99172.7348282
7.52143220067,-99172.3969
7.49895367252,-99172.3393378
7.54739297278,-99172.6151877
7.38751005553,-99173.8556776
7.52738482383,-99172.432574
7.89740070741,-99191.4439752
8.19430962084,-99230.6036584
7.43685909914,-99172.8142939
7.31646239014,-99176.3875833
7.44234608056,-99172.7348282
7.52143220067,-99172.3969
7.49953695102,-99172.3392897
7.5581367579,-99172.7531308
7.39101288121,-99173.7623729
7.52738482383,-99172.432574
7.89740070741,-99191.4439752
8.19430962084,-99230.6036584
7.43767757225,-99172.801979
7.31646239014,-99176.3875833
7.44234608056,-99172.7348282
7.52143220067,-99172.3969
7.49953695102,-99172.3392897
7.5624615832,-99172.816526
7.39252300147,-99173.7230618
7.52234796381,-99172.4018313
7.89740070741,-99191.4439752
7.86889523685,-99188.8041646
7.42743937468,-99172.9676672
7.35914190313,-99174.7204648
7.44298207463,-99172.7260875
7.52143220067,-99172.3969
7.49953695102,-99172.3392897
7.56966905591,-99172.9322103
7.38787582243,-99173.8457961
7.52308096715,-99172.4059244
7.89740070741,-99191.4439752
7.86889523685,-99188.8041646
7.42743937468,-99172.9676672
7.44246212417,-99172.7332261
7.44298207463,-99172.7260875
7.56929877398,-99172.9259614
7.46164640694,-99172.5130623
7.54299128692,-99172.5667208
7.38787582243,-99173.8457961
7.51350786811,-99172.3626847
7.90587638971,-99192.2667226
7.66031664979,-99175.4579869
7.37925498981,-99174.0872849
7.44246212417,-99172.7332261
7.44298207463,-99172.7260875
7.5559297119,-99172.7225193
7.4530644796,-99172.6005666
7.50925760007,-99172.3505798
7.35894564746,-99174.7271243
7.51350786811,-99172.3626847
7.90587638971,-99192.2667226
7.6647589075,-99175.6327584
7.37925498981,-99174.0872849
7.43157030027,-99172.8977694
7.34223264745,-99175.3283583
7.50757614526,-99172.3469951
7.47935615734,-99172.3886973
7.50925760007,-99172.3505798
7.35894564746,-99174.7271243
7.51825834531,-99172.381376
7.73355685846,-99178.947755
7.66985127239,-99175.8389685
7.37925498981,-99174.0872849
7.44037164701,-99172.7625859
7.34223264745,-99175.3283583
7.50757614526,-99172.3469951
7.47935615734,-99172.3886973
7.47760862036,-99172.3976018
7.39504357454,-99173.6586732
7.51539090664,-99172.3694419
7.72599036175,-99178.5272364
7.66985127239,-99175.8389685
7.39430152579,-99173.6774696
7.43206203988,-99172.8897233
7.3127867707,-99176.5517266
7.50757614526,-99172.3469951
7.47554973146,-99172.4090389
7.53147804067,-99172.4620685
7.39504357454,-99173.6586732
7.59812045805,-99173.5113487
7.72599036175,-99178.5272364
7.66985127239,-99175.8389685
7.31916987926,-99176.2687604
7.39855938753,-99173.571423
7.3127867707,-99176.5517266
7.51040591188,-99172.3534203
7.50075515998,-99172.3394542
7.53147804067,-99172.4620685
7.39504357454,-99173.6586732
7.52759400836,-99172.4339832
7.74012511943,-99179.3240031
7.59281848111,-99173.3886082
7.31916987926,-99176.2687604
7.39855938753,-99173.571423
7.26484659285,-99178.9913253
7.51040591188,-99172.3534203
7.57699563189,-99173.0626612
7.58094726748,-99173.1384009
7.4153086465,-99173.1967403
7.58225541018,-99173.1643043
7.74012511943,-99179.3240031
7.63111943106,-99174.4278509
7.31916987926,-99176.2687604
7.40864625701,-99173.3376659
7.26484659285,-99178.9913253
7.51040591188,-99172.3534203
7.57699563189,-99173.0626612
7.57760230153,-99173.0740441
7.4153086465,-99173.1967403
7.56572734215,-99172.8673894
7.56144710291,-99172.8012499
7.63111943106,-99174.4278509
7.30535599757,-99176.893528
7.3566240488,-99174.8066082
7.26484659285,-99178.9913253
7.60697610192,-99173.7314918
7.57699563189,-99173.0626612
7.5374351338,-99172.5122212
7.42725472107,-99172.9708878
7.56572734215,-99172.8673894
7.58521857385,-99173.2245076
7.63111943106,-99174.4278509
7.30535599757,-99176.893528
7.30527823939,-99176.8971752
7.35801840094,-99174.7587141
7.60697610192,-99173.7314918
7.60949460718,-99173.7975576
7.5374351338,-99172.5122212
7.42725472107,-99172.9708878
7.56572734215,-99172.8673894
7.57768796145,-99173.0756584
7.65426247027,-99175.227469
7.30643480131,-99176.8430778
7.30527823939,-99176.8971752
7.36417243968,-99174.5529391
7.62775896913,-99174.3224949
7.60949460718,-99173.7975576
7.53506083398,-99172.4912051
7.35902653033,-99174.7243786
7.57514447581,-99173.0284775
7.57768796145,-99173.0756584
7.67857000466,-99176.2065612
7.25337683447,-99179.6572637
7.26219031743,-99179.1427234
7.4364477977,-99172.8205435
7.51235918341,-99172.3589832
7.60949460718,-99173.7975576
7.44364078585,-99172.7171375
7.35902653033,-99174.7243786
7.54378645934,-99172.5751302
7.59513354839,-99173.4413671
7.67857000466,-99176.2065612
7.16227391348,-99186.0748235
7.30987811554,-99176.6839313
7.50367878391,-99172.3413109
7.45002407983,-99172.6358334
7.58443025287,-99173.2082841
7.44364078585,-99172.7171375
7.51371337365,-99172.3633806
7.53378950478,-99172.4805114
7.59513354839,-99173.4413671
7.77738431661,-99181.6554454
7.18082723357,-99184.6053789
7.3690438556,-99174.3965355
7.50367878391,-99172.3413109
7.43593646513,-99172.82837
7.62160729593,-99174.136694
7.44364078585,-99172.7171375
7.51371337365,-99172.3633806
7.4599219529,-99172.5292179
7.63813330115,-99174.6565312
7.66963946674,-99175.8302669
7.18082723357,-99184.6053789
7.361070458,-99174.6555184
7.46700507738,-99172.4674417
7.43593646513,-99172.82837
7.51539805572,-99172.3694692
7.44364078585,-99172.7171375
7.46629166976,-99172.4731152
7.4621990859,-99172.5080365
7.63813330115,-99174.6565312
7.65165064069,-99175.1307539
7.18082723357,-99184.6053789
7.31414732846,-99176.4905875
7.42423393834,-99173.0247439
7.43593646513,-99172.82837
7.51539805572,-99172.3694692
7.44364078585,-99172.7171375
7.50746749421,-99172.3467869
7.46970532392,-99172.4470803
7.63813330115,-99174.6565312
7.60245971812,-99173.6168529
7.25028764522,-99179.8420526
7.31414732846,-99176.4905875
7.42423393834,-99173.0247439
7.4186025402,-99173.1310255
7.5140529621,-99172.3645527
7.5348681954,-99172.4895596
7.45312518992,-99172.5998851
7.46689811008,-99172.4682845
7.63813330115,-99174.6565312
7.58467107932,-99173.2132244
7.25028764522,-99179.8420526
7.31414732846,-99176.4905875
7.42423393834,-99173.0247439
7.4186025402,-99173.1310255
7.54678741199,-99172.6082423
7.56517231257,-99172.8585633
7.4324897809,-99172.8827719
7.46596945404,-99172.4757179
7.70116575194,-99177.2446447
7.60849772876,-99173.7712243
7.37445658695,-99174.2294721
7.31414732846,-99176.4905875
7.41539979399,-99173.1948866
7.4186025402,-99173.1310255
7.5145889069,-99172.3664593
7.56517231257,-99172.8585633
7.40281161706,-99173.469885
7.46921882699,-99172.4506188
7.70116575194,-99177.2446447
7.6746665472,-99176.0397175
7.37445658695,-99174.2294721
7.40180879758,-99173.4934377
7.41539979399,-99173.1948866
7.4186025402,-99173.1310255
7.50985692387,-99172.3520226
7.46287652798,-99172.5019767
7.40285167762,-99173.4689492
7.50792691969,-99172.3476866
7.6605281951,-99175.4662017
7.68054648833,-99176.2924442
7.33960915772,-99175.4288598
7.40180879758,-99173.4934377
7.41539979399,-99173.1948866
7.4186025402,-99173.1310255
7.49081464667,-99172.3485788
7.46287652798,-99172.5019767
7.40285167762,-99173.4689492
7.52018912224,-99172.3905301
7.58442547488,-99173.2081863
7.68054648833,-99176.2924442
7.35368721213,-99174.9090201
7.39387508828,-99173.6883317
7.46201850375,-99172.5096705
7.35054763021,-99175.020805
7.58172221855,-99173.1536963
7.46287652798,-99172.5019767
7.40285167762,-99173.4689492
7.54307765695,-99172.5676268
7.58442547488,-99173.2081863
7.68054648833,-99176.2924442
7.35368721213,-99174.9090201
7.39276964483,-99173.7166935
7.5005842831,-99172.3394096
7.35054763021,-99175.020805
7.58172221855,-99173.1536963
7.47850823027,-99172.3929258
7.41107826753,-99173.284981
7.57273848968,-99172.9852846
7.58472584453,-99173.2143498
7.64909661543,-99175.0377719
7.30182950684,-99177.0604045
7.42184761452,-99173.0688463
7.51800995998,-99172.3802637
7.35054763021,-99175.020805
7.58172221855,-99173.1536963
7.569480095,-99172.9290173
7.41305544735,-99173.2432016
7.57273848968,-99172.9852846
7.54939010918,-99172.6387208
7.64909661543,-99175.0377719
7.3084437652,-99176.7498777
7.44940193916,-99172.6433249
7.54223513249,-99172.5588656
7.35054763021,-99175.020805
7.58172221855,-99173.1536963
7.57055630586,-99172.9473182
7.47820177619,-99172.3944968
7.57067294265,-99172.9493184
7.52574924946,-99172.4219196
7.60005550662,-99173.5578356
7.32897500969,-99175.8532559
7.39494477722,-99173.6611681
7.61230810824,-99173.8731728
7.36343916332,-99174.5769781
7.58172221855,-99173.1536963
7.57051819853,-99172.9466654
7.54593990277,-99172.5986707
7.54877296682,-99172.6313459
7.58538370839,-99173.2279251
7.59796493982,-99173.5076519
7.34179253604,-99175.3451022
7.39494477722,-99173.6611681
7.53519833158,-99172.492385
7.35936394174,-99174.7129417
7.67672325103,-99176.1271677
7.55839533734,-99172.7567943
7.60352773709,-99173.6435177
7.54446638308,-99172.5824419
7.57920405934,-99173.1045247
7.59796493982,-99173.5076519
7.34179253604,-99175.3451022
7.40196818046,-99173.4896782
7.512359591,-99172.3589844
7.35936394174,-99174.7129417
7.68241513301,-99176.3745086
7.63431934532,-99174.5307076
7.60478614501,-99173.6752893
7.58986577415,-99173.3231955
7.57906556566,-99173.1018647
7.59789577242,-99173.5060096
7.32854779187,-99175.8708761
7.44015664305,-99172.7656654
7.52671188484,-99172.4281121
7.35936394174,-99174.7129417
7.68225445115,-99176.3674189
7.63431934532,-99174.5307076
7.60478614501,-99173.6752893
7.60203798434,-99173.6063994
7.53560717846,-99172.4959205
7.59276000144,-99173.3872922
7.3431287054,-99175.2944125
7.42940145705,-99172.9339538
7.52671188484,-99172.4281121
7.3708566161,-99174.339797
7.68225445115,-99176.3674189
7.64680344292,-99174.9556285
7.60698957565,-99173.7318412
7.59770982729,-99173.5016002
7.54156398053,-99172.5520091
7.61877889631,-99174.0543332
7.39545344104,-99173.648348
7.43163067272,-99172.8967784
7.51682092012,-99172.3751454
7.3708566161,-99174.339797
7.65653881011,-99175.3131044
7.65063602912,-99175.0936273
7.6039581223,-99173.6543408
7.59440745565,-99173.4246807
7.44790621206,-99172.6617181
7.61877889631,-99174.0543332
7.39545344104,-99173.648348
7.43163067272,-99172.8967784
7.52757325406,-99172.4338429
7.3708566161,-99174.339797
7.58369891652,-99173.1933675
7.65063602912,-99175.0936273
7.60478708266,-99173.6753131
7.63509570872,-99174.5560354
7.44790621206,-99172.6617181
7.6284699343,-99174.3445575
7.39545344104,-99173.648348
7.43163067272,-99172.8967784
7.55219566264,-99172.6734065
7.49119127942,-99172.3477982
7.58369891652,-99173.1933675
7.65063602912,-99175.0936273
7.5851475872,-99173.2230406
7.63606177852,-99174.5877553
7.4725164457,-99172.4277533
7.60706269801,-99173.733738
7.4359046603,-99172.8288589
7.40115863648,-99173.5088375
7.51981313128,-99172.3886769
7.49119127942,-99172.3477982
7.58537608116,-99173.2277671
7.65063602912,-99175.0936273
7.52375599396,-99172.4098085
7.64133445819,-99174.7648493
7.4302916012,-99172.9189655
7.62367936456,-99174.1982569
7.4359046603,-99172.8288589
7.40115863648,-99173.5088375
7.51981313128,-99172.3886769
7.49119127942,-99172.3477982
7.57359435734,-99173.0004892
7.65063602912,-99175.0936273
7.5796906317,-99173.1139065
7.65688528626,-99175.3262484
7.4302916012,-99172.9189655
7.62362034602,-99174.1964891
7.4359046603,-99172.8288589
7.35051610835,-99175.0219394
7.53523634996,-99172.4927121
7.54796072597,-99172.6217798
7.55868879817,-99172.7609714
7.64504012632,-99174.8933284
7.49858005313,-99172.3394118
7.7076413583,-99177.5648702
7.4302916012,-99172.9189655
7.71374794547,-99177.8761228
7.43720984216,-99172.8089968
7.47816810425,-99172.3946708
7.53523634996,-99172.4927121
7.59132268824,-99173.3552081
7.5919097184,-99173.3682517
7.63958276339,-99174.7052704
7.51022108644,-99172.3529416
7.65451175365,-99175.236786
7.32031383618,-99176.2190877
7.75189643564,-99180.0243576
7.43720984216,-99172.8089968
7.46359846261,-99172.4956409
7.53523634996,-99172.4927121
7.56877661058,-99172.9172057
7.55160180057,-99172.6659059
7.63958276339,-99174.7052704
7.51022108644,-99172.3529416
7.63093228584,-99174.4219119
7.42948450601,-99172.9325473
7.75189643564,-99180.0243576
7.40280539973,-99173.4700303
7.47161030542,-99172.4337748
7.46534600254,-99172.4808251
7.56877661058,-99172.9172057
7.55007546163,-99172.6470186
7.63958276339,-99174.7052704
7.41748262865,-99173.1530744
7.64454710487,-99174.8760437
7.42948450601,-99172.9325473
7.7238725793,-99178.4120136
7.40280539973,-99173.4700303
7.5116480937,-99172.3568513
7.3689745356,-99174.3987209
7.6503897386,-99175.0846526
7.58608406631,-99173.2424921
7.63958276339,-99174.7052704
7.41748262865,-99173.1530744
7.64454710487,-99174.8760437
7.46898806321,-99172.4523172
7.7238725793,-99178.4120136
7.47109319732,-99172.4373
7.43550554151,-99172.8350147
7.37111800637,-99174.3316811
7.6503897386,-99175.0846526
7.58608406631,-99173.2424921
7.63772368438,-99174.6428495
7.41430582966,-99173.2172671
7.64454710487,-99174.8760437
7.42983507544,-99172.9266286
7.7238725793,-99178.4120136
7.39642128535,-99173.6241276
7.43550554151,-99172.8350147
7.37111800637,-99174.3316811
7.6503897386,-99175.0846526
7.58608406631,-99173.2424921
7.63772368438,-99174.6428495
7.40646504569,-99173.3861325
7.53934540049,-99172.530118
7.42983507544,-99172.9266286
7.71367033147,-99177.8721103
7.39642128535,-99173.6241276
7.47496568662,-99172.4124695
7.37007308796,-99174.3642237
7.65764438858,-99175.3551474
7.60326994072,-99173.6370562
7.66590258052,-99175.6785251
7.40933405457,-99173.3226213
7.5427558234,-99172.5642599
7.42983507544,-99172.9266286
7.693452394,-99176.8764233
7.38698841864,-99173.8698258
7.47496568662,-99172.4124695
7.33342112676,-99175.6724953
7.65478048688,-99175.2468467
7.60326994072,-99173.6370562
7.67215114344,-99175.9341519
7.41011592727,-99173.3056575
7.5427558234,-99172.5642599
7.42983507544,-99172.9266286
7.69834673706,-99177.1084046
7.37165010592,-99174.3152109
7.47188126161,-99172.4319534
7.37436050893,-99174.2323759
7.65478048688,-99175.2468467
7.61985146942,-99174.0853383
7.67215114344,-99175.9341519
7.40056150795,-99173.523071
7.52914666394,-99172.4447734
7.42983507544,-99172.9266286
7.69577869145,-99176.9859636
7.37045711327,-99174.3522331
7.47188126161,-99172.4319534
7.37436050893,-99174.2323759
7.65478048688,-99175.2468467
7.61985146942,-99174.0853383
7.69909935678,-99177.1445902
7.40056150795,-99173.523071
7.58478712465,-99173.2156099
7.42983507544,-99172.9266286
7.68252429822,-99176.3793288
7.37034780786,-99174.3556424
7.41317944535,-99173.2406128
7.37436050893,-99174.2323759
7.66885283184,-99175.7980443
7.63286589734,-99174.4836821
7.69107887366,-99176.7660061
7.39656406915,-99173.6205735
7.66002677881,-99175.4467481
7.42983507544,-99172.9266286
7.67740354959,-99176.1563186
7.37034780786,-99174.3556424
7.41317944535,-99173.2406128
7.37437255979,-99174.2320116
7.66885283184,-99175.7980443
7.60608371852,-99173.7084501
7.69107887366,-99176.7660061
7.39656406915,-99173.6205735
7.65623594211,-99175.3016384
7.42983507544,-99172.9266286
7.67740354959,-99176.1563186
7.37034780786,-99174.3556424
7.41317944535,-99173.2406128
7.3680811934,-99174.4269889
7.66431425194,-99175.6150498
7.60608371852,-99173.7084501
7.60890865325,-99173.7820501
7.39656406915,-99173.6205735
7.65623594211,-99175.3016384
7.42983507544,-99172.9266286
7.61272746706,-99173.8846071
7.37366637684,-99174.2534209
7.46556264723,-99172.4790398
7.3680811934,-99174.4269889
7.66431425194,-99175.6150498
7.60608371852,-99173.7084501
7.60890865325,-99173.7820501
7.39656406915,-99173.6205735
7.527361952,-99172.4324205
7.42983507544,-99172.9266286
7.61272746706,-99173.8846071
7.37873780276,-99174.102343
7.48266135329,-99172.373872
7.3680811934,-99174.4269889
7.66431425194,-99175.6150498
7.60053114741,-99173.5694006
7.60023429378,-99173.5621763
7.31113100352,-99176.6267344
7.527361952,-99172.4324205
7.54367738441,-99172.5739676
7.61272746706,-99173.8846071
7.37873780276,-99174.102343
7.48412332607,-99172.3681557
7.34524729205,-99175.2149242
7.60363869831,-99173.6463038
7.54939816786,-99172.6388177
7.60023429378,-99173.5621763
7.31113100352,-99176.6267344
7.52333150727,-99172.4073532
7.54367738441,-99172.5739676
7.61272746706,-99173.8846071
7.37824034598,-99174.1168876
7.48621662594,-99172.3608694
7.34874807448,-99175.0859513
7.59475522403,-99173.4326569
7.54939816786,-99172.6388177
7.6851990029,-99176.4983302
7.31113100352,-99176.6267344
7.50839062005,-99172.3486462
7.54170893267,-99172.5534807
7.57176814124,-99172.9682602
7.37824034598,-99174.1168876
7.48953283485,-99172.3514919
7.3635455736,-99174.5734816
7.57644925887,-99173.0524857
7.59202221228,-99173.3707608
7.67685247925,-99176.1326966
7.27833141804,-99178.2490146
7.50839062005,-99172.3486462
7.48287441856,-99172.3730068
7.57176814124,-99172.9682602
7.37824034598,-99174.1168876
7.48953283485,-99172.3514919
7.3635455736,-99174.5734816
7.6372014888,-99174.6254662
7.54331011106,-99172.5700742
7.67685247925,-99176.1326966
7.27306871215,-99178.5334917
7.41284342041,-99173.2476367
7.48287441856,-99172.3730068
7.57176814124,-99172.9682602
7.37824034598,-99174.1168876
7.42141319097,-99173.0770229
7.36476251974,-99174.5336888
7.67145693111,-99175.9052864
7.63910349174,-99174.6890984
7.67685247925,-99176.1326966
7.28632074238,-99177.8299307
7.41284342041,-99173.2476367
7.48287441856,-99172.3730068
7.57176814124,-99172.9682602
7.38030292453,-99174.0569719
7.42222065815,-99173.0618613
7.36476251974,-99174.5336888
7.6743585755,-99176.0267106
7.57315917239,-99172.992736
7.63416987131,-99174.5258479
7.36724128352,-99174.4537418
7.41272860876,-99173.2500428
7.36771207928,-99174.438725
7.5499559382,-99172.6455633
7.38030292453,-99174.0569719
7.45700772026,-99172.5581518
7.35000984612,-99175.0401916
7.6743585755,-99176.0267106
7.56721624844,-99172.8914334
7.63416987131,-99174.5258479
7.39380242379,-99173.6901869
7.41272860876,-99173.2500428
7.42413995398,-99173.0264549
7.50341434587,-99172.341058
7.46690842784,-99172.4682031
7.53711647221,-99172.5093215
7.35000984612,-99175.0401916
7.6743585755,-99176.0267106
7.56119190156,-99172.7974461
7.63601080498,-99174.586076
7.39380242379,-99173.6901869
7.41272860876,-99173.2500428
7.42413995398,-99173.0264549
7.49843883937,-99172.3394485
7.40689530625,-99173.3764811
7.4651002233,-99172.4828643
7.34629517842,-99175.1760085
7.69447899787,-99176.9246028
7.55351781596,-99172.6904114
7.63601080498,-99174.586076
7.40542389711,-99173.4096718
7.54401459986,-99172.5775711
7.42413995398,-99173.0264549
7.50186495937,-99172.339916
7.40689530625,-99173.3764811
7.47695752439,-99172.401108
7.34629517842,-99175.1760085
7.69447899787,-99176.9246028
7.55351781596,-99172.6904114
7.57191341017,-99172.9707944
7.41833715889,-99173.1362229
7.57034643406,-99172.9437274
7.30745214483,-99176.7957593
7.55830903433,-99172.7555698
7.40689530625,-99173.3764811
7.47695752439,-99172.401108
7.32358808292,-99176.0786603
7.69447899787,-99176.9246028
7.55351781596,-99172.6904114
7.57191341017,-99172.9707944
7.41833715889,-99173.1362229
7.57034643406,-99172.9437274
7.30745214483,-99176.7957593
7.55967874495,-99172.7752159
7.40689530625,-99173.3764811
7.47101130926,-99172.4378641
7.30838537386,-99176.7525728
7.69447899787,-99176.9246028
7.55119848654,-99172.6608605
7.5776860757,-99173.0756229
7.41833715889,-99173.1362229
7.66278855867,-99175.5546511
7.30699773786,-99176.8168637
7.56541861767,-99172.8624709
7.40689530625,-99173.3764811
7.46346409394,-99172.4968106
